id,customer_id,customer_name,customer_type,contact_person,contact_phone,address,warehouse_code,warehouse_name,delivery_type,default_region,status,created_at,updated_at
24,HZ2026042300008,广西恒丰联合农业发展有限公司,普通客户,,,广西壮族自治区南宁市宾阳县新桥镇白岩村委上马鞍村1号,,,仓配一体,广西壮族自治区,ACTIVE,2026-04-23 18:28:23,2026-05-13 17:24:36.909732
25,HZ2026042300007,重庆李如花餐饮管理有限责任公司,普通客户,李桂贞,17623449780,重庆市重庆城区九龙坡区杨家坪街道杨家坪珠江路48号1幢14-8#,,,仓配一体,重庆市,ACTIVE,2026-04-23 15:17:20,2026-05-13 17:24:36.909732
26,HZ2026042300006,重庆丰食汇供应链管理有限公司,普通客户,,15922972348,重庆市重庆城区两江新区建新北路八支路31号附16号,,,零担整车运输；整车运输,重庆市,ACTIVE,2026-04-23 14:09:45,2026-05-13 17:24:36.909732
27,HZ2026042300005,四川省唐玖珑食品有限责任公司,普通客户,,,四川省成都市彭州市丽春镇塔子村9组10号,,,零担整车运输,四川省,ACTIVE,2026-04-23 14:07:58,2026-05-13 17:24:36.909732
28,HZ2026042300003,河南万舜食品有限公司,普通客户,王觉民,,河南省周口市鹿邑县先进制造开发区吉贞路与二十六号路交叉口北50米路西,,,仓配一体,河南省,ACTIVE,2026-04-23 11:31:07,2026-05-13 17:24:36.909732
29,HZ2026042200004,深圳市港岛记餐饮管理有限公司,普通客户,黄亚豪,,广东省深圳市南山区粤海街道高新区社区高新南环路26号深圳湾科技生态园5栋裙楼209,,,仓配一体,广东省,ACTIVE,2026-04-22 17:17:05,2026-05-13 17:24:36.909732
30,HZ2026042200003,台州市云香纪餐饮管理有限公司,普通客户,林云祥,,浙江省台州市温岭市浙江省台州市温岭市宝龙生活广场9栋3204号 （台州市云香纪餐饮管理有限公司）,,,仓配一体,浙江省,ACTIVE,2026-04-22 17:08:18,2026-05-13 17:24:36.909732
31,HZ2026042200002,天津周到餐饮管理有限公司,普通客户,郝燕林,,天津市天津城区红桥区光荣道宝能创业中心9座9a11,,,仓配一体,天津市,ACTIVE,2026-04-22 16:55:17,2026-05-13 17:24:36.909732
32,HZ2026042200001,智能分仓test,普通客户,,,河南省郑州市中原区桐柏路街道水晶社区2号院,,,整车运输,河南省,ACTIVE,2026-04-22 10:22:18,2026-05-13 17:24:36.909732
33,HZ2026042100003,ysx测试货主,普通客户,,,北京市北京城区西城区大栅栏街道北京师范大学附属中学(东校区),,,仓配一体,北京市,ACTIVE,2026-04-21 11:14:51,2026-05-13 17:24:36.909732
34,HZ2026042100001,河南双诚食品有限公司,普通客户,刘朋,,河南省周口市鹿邑县涡北镇开发区恒丰路东、二十九号路南,,,零担整车运输,河南省,ACTIVE,2026-04-21 10:16:49,2026-05-13 17:24:36.909732
35,HZ2026042000004,广州市邓小美餐饮管理有限公司,普通客户,,,广东省佛山市南海区广东省佛山市南海区里广路2号金沙国际广场2116号,,,仓配一体,广东省,ACTIVE,2026-04-20 11:38:41,2026-05-13 17:24:36.909732
36,HZ2026042000003,安徽颍润贸易有限公司,普通客户,,,安徽省合肥市瑶海区安徽省合肥市新站区旭辉公园府,,,仓配一体,安徽省,ACTIVE,2026-04-20 11:11:51,2026-05-13 17:24:36.909732
37,HZ2026042000002,石屏奇井豆制品有限公司,普通客户,,,云南省红河哈尼族彝族自治州石屏县异龙街道豆腐文化产业园A区6号石屏奇井豆制品有限公司,,,仓配一体,云南省,ACTIVE,2026-04-20 10:55:05,2026-05-13 17:24:36.909732
38,HZ2026042000001,南昌蓝花楹餐饮管理有限公司,普通客户,,,江西省南昌市红谷滩区江西省南昌市红谷滩区丰中和大道,,,仓配一体,江西省,ACTIVE,2026-04-20 10:43:07,2026-05-13 17:24:36.909732
39,HZ2026041800003,上海品泰食品科技有限公司,普通客户,,,上海市上海城区浦东新区上海品泰食品科技有限公司,,,仓配一体,上海市,ACTIVE,2026-04-18 13:44:34,2026-05-13 17:24:36.909732
40,HZ2026041800001,武汉嘉谊鑫餐饮管理有限公司,普通客户,,,湖北省武汉市洪山区白沙洲青菱湖畔鄂旅投书院世家A3栋1单元1804,,,仓配一体,湖北省,ACTIVE,2026-04-18 12:27:49,2026-05-13 17:24:36.909732
41,HZ2026041700002,扬州红果实企业管理有限公司,普通客户,李静媚,,江苏省扬州市邗江区祥云路51-3号3楼B区,,,仓配一体,江苏省,ACTIVE,2026-04-17 11:53:13,2026-05-13 17:24:36.909732
42,HZ2026041700001,满小西（扬州）餐饮管理有限公司,普通客户,李静媚,,江苏省扬州市邗江区祥云路51-3号3楼B区,,,仓配一体,江苏省,ACTIVE,2026-04-17 11:52:29,2026-05-13 17:24:36.909732
43,HZ2026041600002,河南泰榴芒食品有限公司,普通客户,,,河南省郑州市中牟县郑州经济技术开发区兰心西路与龙兴南街交叉口西南角弘鑫智能产业园2号楼3层301号,,,零担整车运输,河南省,ACTIVE,2026-04-16 10:31:24,2026-05-13 17:24:36.909732
44,HZ2026041600001,广西柳竹食品有限公司,普通客户,,,广西壮族自治区柳州市鱼峰区白莲街道洛维工业集中区B-06-1号物流园3号楼2号电梯4楼仓库,,,零担整车运输,广西壮族自治区,ACTIVE,2026-04-16 10:15:30,2026-05-13 17:24:36.909732
45,HZ2026041500003,四川合众养道食品有限公司,普通客户,,,四川省遂宁市射洪市洋溪镇桃花山村7社,,,零担整车运输；零担整车运输（整合）,四川省,ACTIVE,2026-04-15 10:50:27,2026-05-13 17:24:36.909732
46,HZ2026041500002,上海利人致远食品有限公司,普通客户,孙中原,18806133575,上海市上海城区普陀区西康路1255号13层1313室,,,仓配一体,上海市,ACTIVE,2026-04-15 10:44:14,2026-05-13 17:24:36.909732
47,HZ2026041400004,皇金冷链（河南路歌供应链管理有限公司）,普通客户,,,河北省石家庄市藁城区石家庄经济技术开发区北外环路与塔中大街交叉口东北角,,,仓配一体,河北省,ACTIVE,2026-04-14 15:32:21,2026-05-13 17:24:36.909732
48,HZ2026041400003,黑龙江省蒋红餐饮管理有限责任公司,普通客户,,,黑龙江省哈尔滨市南岗区黑龙江省哈尔滨市南岗区鸿朗花园2期韩食厨房,,,仓配一体,黑龙江省,ACTIVE,2026-04-14 14:10:14,2026-05-13 17:24:36.909732
49,HZ2026041400001,无聊椰（北京）科技有限公司,普通客户,,,浙江省杭州市余杭区五常街道海创园2期1幢201,,,零担整车运输,浙江省,ACTIVE,2026-04-14 12:52:25,2026-05-13 17:24:36.909732
50,HZ2026041300002,泸州竹芯食品有限公司,普通客户,,,四川省泸州市江阳区黄舣镇中寨村一社98号,,,零担整车运输,四川省,ACTIVE,2026-04-13 17:47:34,2026-05-13 17:24:36.909732
51,HZ2026041300001,安徽造梦先生餐饮管理有限公司,普通客户,,,安徽省合肥市包河区繁华大道与河北路交口贡街S3-101/101中/101上,,,仓配一体,安徽省,ACTIVE,2026-04-13 16:55:22,2026-05-13 17:24:36.909732
52,HZ2026040900003,山西烨兴供应链管理有限公司（CY）,普通客户,,,山西省运城市盐湖区纬三路6号,,,仓配一体,山西省,ACTIVE,2026-04-09 15:54:37,2026-05-13 17:24:36.909732
53,HZ2026040900002,山西烨兴供应链管理有限公司（雪糕）,普通客户,,,山西省运城市盐湖区纬三路6号,,,仓配一体,山西省,ACTIVE,2026-04-09 14:56:40,2026-05-13 17:24:36.909732
54,HZ2026040900001,甄酪坊（天津）食品有限公司,普通客户,,,天津市天津城区东丽区开发区五经路13号,,,零担整车运输,天津市,ACTIVE,2026-04-09 14:53:26,2026-05-13 17:24:36.909732
55,HZ2026040800003,泰安新鼎盛食品有限公司,普通客户,,13581136198,山东省泰安市肥城市泰山区财源街道泰东路232号,,,仓配一体,山东省,ACTIVE,2026-04-08 14:21:42,2026-05-13 17:24:36.909732
56,HZ2026040800002,深圳市轻小九餐饮管理有限公司,普通客户,,,广东省深圳市南山区前海枫叶大厦B座103,,,仓配一体,广东省,ACTIVE,2026-04-08 09:45:48,2026-05-13 17:24:36.909732
57,HZ2026040700002,长沙上扬优配食品有限公司,普通客户,,,湖南省长沙市长沙县泉塘街道东六路南段90号长沙未来智汇园二期15#栋106,,,仓配一体,湖南省,ACTIVE,2026-04-07 17:06:14,2026-05-13 17:24:36.909732
58,HZ2026040700001,深圳驿加易科技有限公司(新),SVIP,,,广东省深圳市南山区前海顺丰总部大厦23楼,,,仓配一体,广东省,ACTIVE,2026-04-07 15:43:43,2026-05-13 17:24:36.909732
59,HZ2026040300007,多米麒裕（北京）科贸有限公司,普通客户,,,北京市北京城区平谷区马坊镇陆港北二街8号院2号楼1层-2层,,,仓配一体,北京市,ACTIVE,2026-04-03 18:42:27,2026-05-13 17:24:36.909732
60,HZ2026040300006,安途腾飞（北京）科贸有限公司,普通客户,,,北京市北京城区平谷区马坊镇陆港北二街8号院2号楼1层-2层,,,仓配一体,北京市,ACTIVE,2026-04-03 18:41:25,2026-05-13 17:24:36.909732
61,HZ2026040300005,青岛蒂莉奢丝食品有限公司,普通客户,,,山东省青岛市城阳区月河路13号青岛蒂莉奢斯食品有限公司,,,零担整车运输,山东省,ACTIVE,2026-04-03 17:47:03,2026-05-13 17:24:36.909732
62,HZ2026040300004,福州素天下食品有限公司,普通客户,,,福建省福州市仓山区建新镇红江路浦上工业园区D区福州素天下食品有限公司,,,零担整车运输,福建省,ACTIVE,2026-04-03 16:48:20,2026-05-13 17:24:36.909732
63,HZ2026040300003,安途腾飞（西安）科贸有限公司,普通客户,,,陕西省咸阳市秦都区西咸新区沣西新城钓台街道咸户路宇培物流园2楼113室,,,仓配一体,陕西省,ACTIVE,2026-04-03 16:30:43,2026-05-13 17:24:36.909732
64,HZ2026040300001,京东物流运输有限公司（青岛君戎）,VIP,崔洋洋,,江苏省宿迁市宿豫区江苏省宿迁市宿豫区洪泽湖东路19号恒通大厦421-424室-YS00777,,,零担整车运输；整车运输,江苏省,ACTIVE,2026-04-03 09:51:20,2026-05-13 17:24:36.909732
65,HZ2026040200002,潍坊亚欧美大进出口贸易有限公司,普通客户,,,山东省潍坊市昌乐县站前街386号8号楼二楼,,,零担整车运输,山东省,ACTIVE,2026-04-02 17:20:10,2026-05-13 17:24:36.909732
66,HZ2026040200001,郑州谷惠禧商贸有限公司,普通客户,,,河南省郑州市二七区航海路与嵩山路交叉口东方大厦A座1206室,,,仓配一体,河南省,ACTIVE,2026-04-02 16:28:23,2026-05-13 17:24:36.909732
99,HZ2026032000004,白城市隆盛实业科技有限公司,普通客户,,,吉林省白城市洮北区棉纺路88号隆盛实业,,,零担整车运输,吉林省,ACTIVE,2026-03-20 15:24:52,2026-05-13 17:24:36.909732
67,HZ2026040100001,嵊州市七创兔食品加工厂,普通客户,,,浙江省绍兴市嵊州市浙江省绍兴嵊州市鹿山街道新市村307号,,,仓配一体,浙江省,ACTIVE,2026-04-01 12:03:54,2026-05-13 17:24:36.909732
68,HZ2026033100002,启活食品科技（浙江）有限公司,普通客户,胡佳秀,,浙江省杭州市余杭区五常街道岸汀路980号,,,零担整车运输,浙江省,ACTIVE,2026-03-31 12:00:33,2026-05-13 17:24:36.909732
69,HZ2026033100001,杭州仙果喔品牌运营管理有限公司,普通客户,祁建勋,,浙江省杭州市临平区南苑街道乔莫西路400号1幢2楼201室,,,仓配一体,浙江省,ACTIVE,2026-03-31 10:03:40,2026-05-13 17:24:36.909732
70,HZ2026033000003,四川省诚慧食品有限公司,普通客户,苟琼英,13980075004,四川省成都市金牛区北站东二路6号1栋1楼70号附53号,,,仓配一体,四川省,ACTIVE,2026-03-30 15:10:20,2026-05-13 17:24:36.909732
71,HZ2026033000002,太原群力强商贸有限公司,普通客户,,,山西省晋中市榆次区锦纶街道龙湖大街229号天缘大厦11层,,,仓配一体,山西省,ACTIVE,2026-03-30 14:54:15,2026-05-13 17:24:36.909732
72,HZ2026033000001,深圳糖糖供应链有限公司,普通客户,,15879711558,广东省深圳市龙华区民治街道红山社区腾龙北路旁光玖钻商务中心(中期)A座,,,仓配一体,广东省,ACTIVE,2026-03-30 09:58:27,2026-05-13 17:24:36.909732
73,HZ2026032900001,郑州嘉合销售有限公司,普通客户,杨红伟,13525579855,河南省郑州市金水区农业路国际企业中心A座2001,,,仓配一体,河南省,ACTIVE,2026-03-29 14:42:06,2026-05-13 17:24:36.909732
74,HZ2026032700004,湖北煜安物流有限公司,普通客户,许登点,13871560099,湖北省武汉市东西湖区新城十七路16号1号办公楼1402室,,,零担整车运输；整车运输；零担整车运输（整合）,湖北省,ACTIVE,2026-03-27 18:43:30,2026-05-13 17:24:36.909732
75,HZ2026032700003,兰州马逛逛餐饮管理有限公司,普通客户,,,甘肃省兰州市城关区天水中路3号(兰州大学地铁站B口步行270米),,,仓配一体,甘肃省,ACTIVE,2026-03-27 17:53:26,2026-05-13 17:24:36.909732
76,HZ2026032700001,杭州邱茂庭餐饮管理有限公司,普通客户,苏丁琦,15395836161,浙江省杭州市拱墅区储鑫路 21 号网谷创新中心 8 幢 1601室,,,仓配一体,浙江省,ACTIVE,2026-03-27 11:08:28,2026-05-13 17:24:36.909732
77,HZ2026032600002,江西泰正禧商贸有限公司,普通客户,,,江西省南昌市青云谱区施尧路象湖公寓18号3楼306室,,,仓配一体,江西省,ACTIVE,2026-03-26 15:47:46,2026-05-13 17:24:36.909732
78,HZ2026032600001,青岛治也餐饮管理有限公司,普通客户,18366546688,,山东省青岛市市北区镇江路街道镇江北路30号1层1002室,,,仓配一体,山东省,ACTIVE,2026-03-26 14:42:30,2026-05-13 17:24:36.909732
79,HZ2026032500003,黑龙江恒曜餐饮管理有限公司,普通客户,,,黑龙江省哈尔滨市呼兰区黑龙江省哈尔滨市利民开发区学院路柏林四季A21栋8单元3层1号,,,仓配一体,黑龙江省,ACTIVE,2026-03-25 14:33:48,2026-05-13 17:24:36.909732
80,HZ2026032500002,郑州桔链供应链有限公司,普通客户,,15517801007,河南省郑州市管城回族区紫荆山路62号-1号10层1023号C区037号,,,仓配一体,河南省,ACTIVE,2026-03-25 14:30:07,2026-05-13 17:24:36.909732
81,HZ2026032400008,正和(天津)食品科技有限公司,普通客户,王聪,,天津市天津城区滨海新区中新天津生态城渔港南环路1001号,,,仓储,天津市,ACTIVE,2026-03-24 18:41:05,2026-05-13 17:24:36.909732
82,HZ2026032400007,太原万鑫物流有限公司（DQ）,普通客户,,,山西省晋中市榆次区晋中和安物流园北侧230米,,,仓配一体,山西省,ACTIVE,2026-03-24 15:46:34,2026-05-13 17:24:36.909732
83,HZ2026032400006,成都雪域鹰途供应链管理有限公司（可诺西藏）,普通客户,,15285091413,"四川省成都市新都区四川省成都市新都区新都街道
兴乐北路 88 住号 3 栋 11 层 1 号",,,仓配一体,四川省,ACTIVE,2026-03-24 14:42:17,2026-05-13 17:24:36.909732
84,HZ2026032400005,太原万鑫物流有限公司（CY）,普通客户,,,山西省晋中市榆次区鸣谦大街北方功能食品园五区3号楼,,,仓配一体,山西省,ACTIVE,2026-03-24 13:33:08,2026-05-13 17:24:36.909732
85,HZ2026032400004,太原万鑫物流有限公司（猴子酱料）,普通客户,,,山西省晋中市榆次区晋中和安物流园北侧230米,,,仓配一体,山西省,ACTIVE,2026-03-24 10:02:20,2026-05-13 17:24:36.909732
86,HZ2026032400003,太原万鑫物流有限公司（正大）,普通客户,,,山西省晋中市榆次区晋中和安物流园北侧230米,,,仓配一体,山西省,ACTIVE,2026-03-24 10:00:48,2026-05-13 17:24:36.909732
87,HZ2026032400002,太原万鑫物流有限公司（龙岩）,普通客户,,,山西省晋中市榆次区晋中和安物流园北侧230米,,,仓配一体,山西省,ACTIVE,2026-03-24 09:56:19,2026-05-13 17:24:36.909732
88,HZ2026032400001,湖南省美赞餐饮管理有限公司,普通客户,,,湖南省长沙市岳麓区湖南湘江新区东方红街道汇智北路116号长沙智谷产业园T02栋1002-2室（门牌号1006-1）,,,仓配一体,湖南省,ACTIVE,2026-03-24 09:41:15,2026-05-13 17:24:36.909732
89,HZ2026032300007,重庆汇美鲜食品有限公司,普通客户,陈瑶,15902393269,重庆市重庆城区江津区德感街道德园路8号西部食谷A区9幢1层15902393269,,,零担整车运输；整车运输,重庆市,ACTIVE,2026-03-23 18:36:33,2026-05-13 17:24:36.909732
90,HZ2026032300005,河南多米供应链管理有限公司（CY）,普通客户,沈总,,河南省郑州市荥阳市广武镇广古路1号,,,仓配一体,河南省,ACTIVE,2026-03-23 13:50:23,2026-05-13 17:24:36.909732
91,HZ2026032300004,烟台市沪童冷链有限公司(CY),普通客户,孟总,,山东省烟台市芝罘区卧龙中路20号,,,仓配一体,山东省,ACTIVE,2026-03-23 11:24:44,2026-05-13 17:24:36.909732
92,HZ2026032300003,吉林鸿福嘉启物流有限公司（JDLL））,普通客户,李总,,吉林省长春市九台区卡伦湖大街77号,,,仓配一体,吉林省,ACTIVE,2026-03-23 11:06:05,2026-05-13 17:24:36.909732
93,HZ2026032300002,吉林鸿福嘉启物流有限公司（BWCJ）,普通客户,李总,,吉林省长春市九台区卡伦湖大街77号,,,仓配一体,吉林省,ACTIVE,2026-03-23 10:59:37,2026-05-13 17:24:36.909732
94,HZ2026032300001,天津津众食品有限公司,普通客户,方军凯,,天津市天津城区静海区静海经济开发区北区众品路2号,,,仓储,天津市,ACTIVE,2026-03-23 10:40:04,2026-05-13 17:24:36.909732
95,HZ2026032100002,新化县瀚尹餐饮店（个体工商户）,普通客户,,,湖南省娄底市新化县上渡街道沿河路东方和苑CoCo都可,,,仓配一体,湖南省,ACTIVE,2026-03-21 09:59:56,2026-05-13 17:24:36.909732
96,HZ2026032100001,石家庄皇金科技有限公司（FJ-甜品先生）,普通客户,,,河北省石家庄市藁城区石家庄经济技术开发区北外环路与塔中大街交叉口东北角,,,仓配一体,河北省,ACTIVE,2026-03-21 09:27:18,2026-05-13 17:24:36.909732
97,HZ2026032000006,湖南省餐实邦餐饮服务管理有限公司,普通客户,朱建刚,,湖南省长沙市岳麓区汇智北路116号长沙智谷产业园T02栋1002-2室（门牌号1006-2）,,,仓配一体,湖南省,ACTIVE,2026-03-20 17:48:47,2026-05-13 17:24:36.909732
98,HZ2026032000005,广州晓众网络科技有限公司,普通客户,杨志华,13632365066,广东省广州市白云区太和镇商贸新村113号601,,,仓配一体,广东省,ACTIVE,2026-03-20 17:43:10,2026-05-13 17:24:36.909732
100,HZ2026032000003,河南金梁食品有限公司,普通客户,,,河南省郑州市中牟县河南省郑州市中牟县郑庵镇汽车产业集聚区和风路东、健行路北郑州中鼎汽车零部件有限公司院内3号楼6楼,,,零担整车运输,河南省,ACTIVE,2026-03-20 11:20:57,2026-05-13 17:24:36.909732
101,HZ2026032000002,成都易易供应链有限公司,普通客户,,,四川省成都市武侯区武侯区,,,零担整车运输,四川省,ACTIVE,2026-03-20 10:57:52,2026-05-13 17:24:36.909732
102,HZ2026032000001,青岛万海食品有限公司,普通客户,刘羽,,山东省青岛市城阳区正阳中路192号国贸大厦935-938室,,,零担整车运输,山东省,ACTIVE,2026-03-20 09:14:24,2026-05-13 17:24:36.909732
103,HZ2026031900004,李鑫,普通客户,李鑫,18515571000,河北省张家口市桥东区蔚县潍百广场K22门店,,,零担整车运输,河北省,ACTIVE,2026-03-19 17:23:51,2026-05-13 17:24:36.909732
104,HZ2026031900001,苏州椒王餐饮管理有限公司,普通客户,葛鑫鑫,,江苏省苏州市太仓市娄东街道上海东路168号椒王餐饮,,,仓配一体,江苏省,ACTIVE,2026-03-19 16:08:31,2026-05-13 17:24:36.909732
105,HZ2026031800004,吉林省楠丰食品有限公司,普通客户,张立秋,18804621613,吉林省长春市二道区洋浦大街 6090 号万豪东方酒店级行政办公 D栋 13A 1405,,,仓配一体,吉林省,ACTIVE,2026-03-18 17:57:38,2026-05-13 17:24:36.909732
106,HZ2026031800003,陕西志联鲜锋食品供应链有限责任公司,普通客户,,,陕西省西安市未央区太华北路恒大悦龙台一区社区底商06栋一单元0101号商铺,,,仓配一体,陕西省,ACTIVE,2026-03-18 16:05:07,2026-05-13 17:24:36.909732
107,HZ2026031800002,杭州嘉启品牌服务有限公司,普通客户,童向根,,浙江省杭州市西湖区转塘街道杭新东路3号1幢203室,,,零担整车运输；整车运输；零担整车运输（整合）,浙江省,ACTIVE,2026-03-18 11:09:08,2026-05-13 17:24:36.909732
108,HZ2026031800001,重庆聚利融合供应链管理有限公司,普通客户,侯敏,,"重庆市重庆城区大渡口区兴通路77号
2幢12-15",,,仓配一体,重庆市,ACTIVE,2026-03-18 10:18:16,2026-05-13 17:24:36.909732
109,HZ2026031700001,四川彭哒餐饮管理有限公司,普通客户,,,四川省成都市青羊区光华东一路45号二楼,,,仓配一体,四川省,ACTIVE,2026-03-17 11:45:36,2026-05-13 17:24:36.909732
110,HZ2026031600002,鸣冠（杭州）品牌管理有限公司,普通客户,闫庆虎,13775060383,浙江省杭州市拱墅区武林街道二圣庙前58号3幢1071室,,,仓配一体,浙江省,ACTIVE,2026-03-16 15:10:29,2026-05-13 17:24:36.909732
111,HZ2026031600001,杭州十禾供应链有限公司,普通客户,,,浙江省杭州市余杭区仁和街道三白潭村洪家舍25号2幢3楼304室,,,仓配一体,浙江省,ACTIVE,2026-03-16 14:53:36,2026-05-13 17:24:36.909732
112,HZ2026031300001,以星供应链（上海）有限公司,普通客户,赵骏,13761165454,上海市上海城区黄浦区西藏中路268号12楼,,,仓配一体,上海市,ACTIVE,2026-03-13 17:50:21,2026-05-13 17:24:36.909732
113,HZ2026031200001,内蒙古厚朴冷链物流有限公司（生鲜）,普通客户,高东龙,,内蒙古自治区呼和浩特市玉泉区云中路88号呼和浩特国际农产品冷链物流中心,,,仓配一体,内蒙古自治区,ACTIVE,2026-03-12 11:36:06,2026-05-13 17:24:36.909732
114,HZ2026031100006,szc测试货主,普通客户,,,河南省郑州市中原区高新·数算产业园6号楼,,,仓配一体,河南省,ACTIVE,2026-03-11 23:44:03,2026-05-13 17:24:36.909732
115,HZ2026031100005,上海芈记信息科技有限公司,普通客户,范永兵,,上海市上海城区嘉定区南翔镇银翔路1037号808室,,,仓配一体,上海市,ACTIVE,2026-03-11 15:07:24,2026-05-13 17:24:36.909732
116,HZ2026031100004,陕西钜簏城配速运有限公司,普通客户,,,新疆维吾尔自治区乌鲁木齐市新市区乌鲁木齐市新市区地窝堡乡北京北路28号,,,仓配一体,新疆维吾尔自治区,ACTIVE,2026-03-11 13:53:23,2026-05-13 17:24:36.909732
117,HZ2026031100003,上海新川崎食品有限公司,普通客户,朱杰翔,13917769507,上海市上海城区闵行区维璟中心B座3F,,,零担整车运输,上海市,ACTIVE,2026-03-11 10:09:43,2026-05-13 17:24:36.909732
118,HZ2026031100002,杭州鲜盛供应链管理有限公司,普通客户,,,浙江省杭州市萧山区高新十一路309号锘骅生物医药产业园,,,零担整车运输,浙江省,ACTIVE,2026-03-11 09:39:31,2026-05-13 17:24:36.909732
